EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 20-11-2023
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 CC   : daily Cloud cover in oktas
23-27 Q_CC : quality code for CC (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station GERMANY, HELGOLAND (STAID: 468).
Blended and updated with sources: 102174 910015 
See file sources.txt and stations.txt for more info.

SOUID,DATE,CC,Q_CC
102174,19950714,    6,    0
102174,19950715,    5,    0
102174,19950716,    5,    0
102174,19950717,    6,    0
102174,19950718,    7,    0
102174,19950719,    5,    0
102174,19950720,    3,    0
102174,19950721,    4,    0
102174,19950722,    4,    0
102174,19950723,    4,    0
102174,19950724,    4,    0
102174,19950725,    3,    0
102174,19950726,    2,    0
102174,19950727,    7,    0
102174,19950728,    4,    0
102174,19950729,    1,    0
102174,19950730,    1,    0
102174,19950731,    1,    0
102174,19950801,    2,    0
102174,19950802,    2,    0
102174,19950803,    5,    0
102174,19950804,    6,    0
102174,19950805,    3,    0
102174,19950806,    2,    0
102174,19950807,    5,    0
102174,19950808,    2,    0
102174,19950809,    2,    0
102174,19950810,    6,    0
102174,19950811,    1,    0
102174,19950812,    2,    0
102174,19950813,    6,    0
102174,19950814,    4,    0
102174,19950815,    7,    0
102174,19950816,    4,    0
102174,19950817,    4,    0
102174,19950818,    2,    0
102174,19950819,    2,    0
102174,19950820,    5,    0
102174,19950821,    4,    0
102174,19950822,    3,    0
102174,19950823,    4,    0
102174,19950824,    4,    0
102174,19950825,    7,    0
102174,19950826,    7,    0
102174,19950827,    7,    0
102174,19950828,    4,    0
102174,19950829,    4,    0
102174,19950830,    2,    0
102174,19950831,    3,    0
102174,19950901,    5,    0
102174,19950902,    3,    0
102174,19950903,    6,    0
102174,19950904,    6,    0
102174,19950905,    5,    0
102174,19950906,    6,    0
102174,19950907,    6,    0
102174,19950908,    6,    0
102174,19950909,    8,    0
102174,19950910,    4,    0
102174,19950911,    7,    0
102174,19950912,    6,    0
102174,19950913,    8,    0
102174,19950914,    6,    0
102174,19950915,    3,    0
102174,19950916,    4,    0
102174,19950917,    6,    0
102174,19950918,    4,    0
102174,19950919,    5,    0
102174,19950920,    2,    0
102174,19950921,    6,    0
102174,19950922,    5,    0
102174,19950923,    4,    0
102174,19950924,    6,    0
102174,19950925,    6,    0
102174,19950926,    6,    0
102174,19950927,    6,    0
102174,19950928,    6,    0
102174,19950929,    4,    0
102174,19950930,    4,    0
102174,19951001,    6,    0
102174,19951002,    6,    0
102174,19951003,    7,    0
102174,19951004,    6,    0
102174,19951005,    6,    0
102174,19951006,    6,    0
102174,19951007,    8,    0
102174,19951008,    7,    0
102174,19951009,    4,    0
102174,19951010,    3,    0
102174,19951011,    5,    0
102174,19951012,    8,    0
102174,19951013,    8,    0
102174,19951014,    5,    0
102174,19951015,    5,    0
102174,19951016,    8,    0
102174,19951017,    7,    0
102174,19951018,    4,    0
102174,19951019,    7,    0
102174,19951020,    6,    0
102174,19951021,    2,    0
102174,19951022,    4,    0
102174,19951023,    2,    0
102174,19951024,    1,    0
102174,19951025,    3,    0
102174,19951026,    7,    0
102174,19951027,    5,    0
102174,19951028,    5,    0
102174,19951029,    5,    0
102174,19951030,    6,    0
102174,19951031,    6,    0
102174,19951101,    7,    0
102174,19951102,    6,    0
102174,19951103,    4,    0
102174,19951104,    2,    0
102174,19951105,    4,    0
102174,19951106,    7,    0
102174,19951107,    7,    0
102174,19951108,    8,    0
102174,19951109,    8,    0
102174,19951110,    7,    0
102174,19951111,    7,    0
102174,19951112,    6,    0
102174,19951113,    7,    0
102174,19951114,    7,    0
102174,19951115,    7,    0
102174,19951116,    7,    0
102174,19951117,    3,    0
102174,19951118,    6,    0
102174,19951119,    4,    0
102174,19951120,    4,    0
102174,19951121,    4,    0
102174,19951122,    7,    0
102174,19951123,    7,    0
102174,19951124,    8,    0
102174,19951125,    2,    0
102174,19951126,    2,    0
102174,19951127,    6,    0
102174,19951128,    7,    0
102174,19951129,    8,    0
102174,19951130,    8,    0
102174,19951201,    4,    0
102174,19951202,    8,    0
102174,19951203,    5,    0
102174,19951204,    7,    0
102174,19951205,    5,    0
102174,19951206,    7,    0
102174,19951207,    8,    0
102174,19951208,    7,    0
102174,19951209,    8,    0
102174,19951210,    7,    0
102174,19951211,    7,    0
102174,19951212,    5,    0
102174,19951213,    8,    0
102174,19951214,    1,    0
102174,19951215,    2,    0
102174,19951216,    0,    0
102174,19951217,    8,    0
102174,19951218,    8,    0
102174,19951219,    6,    0
102174,19951220,    6,    0
102174,19951221,    6,    0
102174,19951222,    8,    0
102174,19951223,    6,    0
102174,19951224,    4,    0
102174,19951225,    7,    0
102174,19951226,    4,    0
102174,19951227,    5,    0
102174,19951228,    7,    0
102174,19951229,    7,    0
102174,19951230,    2,    0
102174,19951231,    6,    0
102174,19960101,    8,    0
102174,19960102,    8,    0
102174,19960103,    5,    0
102174,19960104,    7,    0
102174,19960105,    4,    0
102174,19960106,    7,    0
102174,19960107,    7,    0
102174,19960108,    1,    0
102174,19960109,    7,    0
102174,19960110,    8,    0
102174,19960111,    6,    0
102174,19960112,    7,    0
102174,19960113,    4,    0
102174,19960114,    3,    0
102174,19960115,    8,    0
102174,19960116,    8,    0
102174,19960117,    8,    0
102174,19960118,    8,    0
102174,19960119,    7,    0
102174,19960120,    6,    0
102174,19960121,    2,    0
102174,19960122,    4,    0
102174,19960123,    3,    0
102174,19960124,    0,    0
102174,19960125,    1,    0
102174,19960126,    6,    0
102174,19960127,    4,    0
102174,19960128,    7,    0
102174,19960129,    1,    0
102174,19960130,    3,    0
102174,19960131,    5,    0
102174,19960201,    0,    0
102174,19960202,    6,    0
102174,19960203,    7,    0
102174,19960204,    5,    0
102174,19960205,    6,    0
102174,19960206,    1,    0
102174,19960207,    3,    0
102174,19960208,    6,    0
102174,19960209,    5,    0
102174,19960210,    8,    0
102174,19960211,    8,    0
102174,19960212,    8,    0
102174,19960213,    8,    0
102174,19960214,    6,    0
102174,19960215,    8,    0
102174,19960216,    7,    0
102174,19960217,    5,    0
102174,19960218,    8,    0
102174,19960219,    8,    0
102174,19960220,    4,    0
102174,19960221,    3,    0
102174,19960222,    4,    0
102174,19960223,    4,    0
102174,19960224,    6,    0
102174,19960225,    8,    0
102174,19960226,    8,    0
102174,19960227,    6,    0
102174,19960228,    6,    0
102174,19960229,    7,    0
102174,19960301,    1,    0
102174,19960302,    5,    0
102174,19960303,    5,    0
102174,19960304,    8,    0
102174,19960305,    8,    0
102174,19960306,    5,    0
102174,19960307,    2,    0
102174,19960308,    0,    0
102174,19960309,    0,    0
102174,19960310,    2,    0
102174,19960311,    3,    0
102174,19960312,    1,    0
102174,19960313,    7,    0
102174,19960314,    7,    0
102174,19960315,    4,    0
102174,19960316,    8,    0
102174,19960317,    8,    0
102174,19960318,    8,    0
102174,19960319,    8,    0
102174,19960320,    2,    0
102174,19960321,    0,    0
102174,19960322,    8,    0
102174,19960323,    8,    0
102174,19960324,    8,    0
102174,19960325,    4,    0
102174,19960326,    5,    0
102174,19960327,    2,    0
102174,19960328,    8,    0
102174,19960329,    4,    0
102174,19960330,    4,    0
102174,19960331,    2,    0
102174,19960401,    5,    0
102174,19960402,    1,    0
102174,19960403,    0,    0
102174,19960404,    0,    0
102174,19960405,    4,    0
102174,19960406,    6,    0
102174,19960407,    3,    0
102174,19960408,    8,    0
102174,19960409,    6,    0
102174,19960410,    8,    0
102174,19960411,    6,    0
102174,19960412,    4,    0
102174,19960413,    0,    0
102174,19960414,    0,    0
102174,19960415,    4,    0
102174,19960416,    7,    0
102174,19960417,    0,    0
102174,19960418,    4,    0
102174,19960419,    7,    0
102174,19960420,    7,    0
102174,19960421,    3,    0
102174,19960422,    5,    0
102174,19960423,    7,    0
102174,19960424,    4,    0
102174,19960425,    4,    0
102174,19960426,    8,    0
102174,19960427,    5,    0
102174,19960428,    2,    0
102174,19960429,    5,    0
102174,19960430,    5,    0
102174,19960501,    7,    0
102174,19960502,    8,    0
102174,19960503,    8,    0
102174,19960504,    5,    0
102174,19960505,    2,    0
102174,19960506,    2,    0
102174,19960507,    2,    0
102174,19960508,    3,    0
102174,19960509,    6,    0
102174,19960510,    8,    0
102174,19960511,    8,    0
102174,19960512,    8,    0
102174,19960513,    7,    0
102174,19960514,    6,    0
102174,19960515,    5,    0
102174,19960516,    5,    0
102174,19960517,    8,    0
102174,19960518,    8,    0
102174,19960519,    7,    0
102174,19960520,    3,    0
102174,19960521,    2,    0
102174,19960522,    3,    0
102174,19960523,    7,    0
102174,19960524,    8,    0
102174,19960525,    7,    0
102174,19960526,    6,    0
102174,19960527,    7,    0
102174,19960528,    6,    0
102174,19960529,    8,    0
102174,19960530,    8,    0
102174,19960531,    2,    0
102174,19960601,    4,    0
102174,19960602,    7,    0
102174,19960603,    4,    0
102174,19960604,    5,    0
102174,19960605,    2,    0
102174,19960606,    5,    0
102174,19960607,    2,    0
102174,19960608,    5,    0
102174,19960609,    8,    0
102174,19960610,    3,    0
102174,19960611,    5,    0
102174,19960612,    4,    0
102174,19960613,    3,    0
102174,19960614,    5,    0
102174,19960615,    3,    0
102174,19960616,    8,    0
102174,19960617,    8,    0
102174,19960618,    7,    0
102174,19960619,    7,    0
102174,19960620,    5,    0
102174,19960621,    6,    0
102174,19960622,    8,    0
102174,19960623,    8,    0
102174,19960624,    7,    0
102174,19960625,    8,    0
102174,19960626,    5,    0
102174,19960627,    6,    0
102174,19960628,    7,    0
102174,19960629,    7,    0
102174,19960630,    7,    0
102174,19960701,    3,    0
102174,19960702,    5,    0
102174,19960703,    7,    0
102174,19960704,    6,    0
102174,19960705,    5,    0
102174,19960706,    6,    0
102174,19960707,    3,    0
102174,19960708,    5,    0
102174,19960709,    5,    0
102174,19960710,    6,    0
102174,19960711,    7,    0
102174,19960712,    7,    0
102174,19960713,    5,    0
102174,19960714,    6,    0
102174,19960715,    5,    0
102174,19960716,    6,    0
102174,19960717,    7,    0
102174,19960718,    4,    0
102174,19960719,    2,    0
102174,19960720,    5,    0
102174,19960721,    3,    0
102174,19960722,    4,    0
102174,19960723,    7,    0
102174,19960724,    7,    0
102174,19960725,    6,    0
102174,19960726,    6,    0
102174,19960727,    7,    0
102174,19960728,    6,    0
102174,19960729,    7,    0
102174,19960730,    4,    0
102174,19960731,    6,    0
102174,19960801,    6,    0
102174,19960802,    3,    0
102174,19960803,    2,    0
102174,19960804,    2,    0
102174,19960805,    1,    0
102174,19960806,    4,    0
102174,19960807,    5,    0
102174,19960808,    3,    0
102174,19960809,    6,    0
102174,19960810,    7,    0
102174,19960811,    7,    0
102174,19960812,    6,    0
102174,19960813,    3,    0
102174,19960814,    4,    0
102174,19960815,    3,    0
102174,19960816,    4,    0
102174,19960817,    3,    0
102174,19960818,    1,    0
102174,19960819,    0,    0
102174,19960820,    0,    0
102174,19960821,    3,    0
102174,19960822,    5,    0
102174,19960823,    6,    0
102174,19960824,    6,    0
102174,19960825,    6,    0
102174,19960826,    4,    0
102174,19960827,    4,    0
102174,19960828,    8,    0
102174,19960829,    6,    0
102174,19960830,    6,    0
102174,19960831,    6,    0
102174,19960901,    3,    0
102174,19960902,    1,    0
102174,19960903,    5,    0
102174,19960904,    4,    0
102174,19960905,    1,    0
102174,19960906,    5,    0
102174,19960907,    4,    0
102174,19960908,    5,    0
102174,19960909,    2,    0
102174,19960910,    5,    0
102174,19960911,    8,    0
102174,19960912,    7,    0
102174,19960913,    6,    0
102174,19960914,    5,    0
102174,19960915,    2,    0
102174,19960916,    1,    0
102174,19960917,    4,    0
102174,19960918,    3,    0
102174,19960919,    0,    0
102174,19960920,    5,    0
102174,19960921,    7,    0
102174,19960922,    2,    0
102174,19960923,    5,    0
102174,19960924,    7,    0
102174,19960925,    4,    0
102174,19960926,    4,    0
102174,19960927,    7,    0
102174,19960928,    7,    0
102174,19960929,    8,    0
102174,19960930,    7,    0
102174,19961001,    7,    0
102174,19961002,    3,    0
102174,19961003,    7,    0
102174,19961004,    3,    0
102174,19961005,    5,    0
102174,19961006,    2,    0
102174,19961007,    7,    0
102174,19961008,    7,    0
102174,19961009,    5,    0
102174,19961010,    4,    0
102174,19961011,    5,    0
102174,19961012,    7,    0
102174,19961013,    3,    0
102174,19961014,    2,    0
102174,19961015,    8,    0
102174,19961016,    8,    0
102174,19961017,    5,    0
102174,19961018,    5,    0
102174,19961019,    5,    0
102174,19961020,    6,    0
102174,19961021,    7,    0
102174,19961022,    4,    0
102174,19961023,    3,    0
102174,19961024,    3,    0
102174,19961025,    7,    0
102174,19961026,    4,    0
102174,19961027,    7,    0
102174,19961028,    7,    0
102174,19961029,    6,    0
102174,19961030,    7,    0
102174,19961031,    7,    0
102174,19961101,    7,    0
102174,19961102,    8,    0
102174,19961103,    7,    0
102174,19961104,    7,    0
102174,19961105,    6,    0
102174,19961106,    5,    0
102174,19961107,    4,    0
102174,19961108,    3,    0
102174,19961109,    5,    0
102174,19961110,    6,    0
102174,19961111,    7,    0
102174,19961112,    7,    0
102174,19961113,    5,    0
102174,19961114,    1,    0
102174,19961115,    2,    0
102174,19961116,    4,    0
102174,19961117,    8,    0
102174,19961118,    8,    0
102174,19961119,    6,    0
102174,19961120,    8,    0
102174,19961121,    6,    0
102174,19961122,    6,    0
102174,19961123,    7,    0
102174,19961124,    6,    0
102174,19961125,    8,    0
102174,19961126,    8,    0
102174,19961127,    7,    0
102174,19961128,    6,    0
102174,19961129,    7,    0
102174,19961130,    5,    0
102174,19961201,    7,    0
102174,19961202,    7,    0
102174,19961203,    7,    0
102174,19961204,    4,    0
102174,19961205,    7,    0
102174,19961206,    7,    0
102174,19961207,    8,    0
102174,19961208,    6,    0
102174,19961209,    8,    0
102174,19961210,    8,    0
102174,19961211,    8,    0
102174,19961212,    8,    0
102174,19961213,    4,    0
102174,19961214,    7,    0
102174,19961215,    5,    0
102174,19961216,    8,    0
102174,19961217,    8,    0
102174,19961218,    8,    0
102174,19961219,    6,    0
102174,19961220,    2,    0
102174,19961221,    1,    0
102174,19961222,    5,    0
102174,19961223,    4,    0
102174,19961224,    5,    0
102174,19961225,    1,    0
102174,19961226,    4,    0
102174,19961227,    5,    0
102174,19961228,    3,    0
102174,19961229,    6,    0
102174,19961230,    6,    0
102174,19961231,    5,    0
102174,19970101,    3,    0
102174,19970102,    4,    0
102174,19970103,    3,    0
102174,19970104,    2,    0
102174,19970105,    7,    0
102174,19970106,    8,    0
102174,19970107,    8,    0
102174,19970108,    8,    0
102174,19970109,    8,    0
102174,19970110,    7,    0
102174,19970111,    5,    0
102174,19970112,    8,    0
102174,19970113,    7,    0
102174,19970114,    3,    0
102174,19970115,    5,    0
102174,19970116,    3,    0
102174,19970117,    1,    0
102174,19970118,    8,    0
102174,19970119,    8,    0
102174,19970120,    7,    0
102174,19970121,    8,    0
102174,19970122,    8,    0
102174,19970123,    8,    0
102174,19970124,    8,    0
102174,19970125,    8,    0
102174,19970126,    0,    0
102174,19970127,    3,    0
102174,19970128,    3,    0
102174,19970129,    5,    0
102174,19970130,    5,    0
102174,19970131,    2,    0
102174,19970201,    2,    0
102174,19970202,    6,    0
102174,19970203,    5,    0
102174,19970204,    8,    0
102174,19970205,    2,    0
102174,19970206,    7,    0
102174,19970207,    4,    0
102174,19970208,    3,    0
102174,19970209,    7,    0
102174,19970210,    8,    0
102174,19970211,    6,    0
102174,19970212,    8,    0
102174,19970213,    7,    0
102174,19970214,    5,    0
102174,19970215,    4,    0
102174,19970216,    7,    0
102174,19970217,    7,    0
102174,19970218,    5,    0
102174,19970219,    6,    0
102174,19970220,    5,    0
102174,19970221,    4,    0
102174,19970222,    7,    0
102174,19970223,    7,    0
102174,19970224,    7,    0
102174,19970225,    3,    0
102174,19970226,    7,    0
102174,19970227,    5,    0
102174,19970228,    7,    0
102174,19970301,    5,    0
102174,19970302,    5,    0
102174,19970303,    5,    0
102174,19970304,    5,    0
102174,19970305,    6,    0
102174,19970306,    2,    0
102174,19970307,    6,    0
102174,19970308,    5,    0
102174,19970309,    1,    0
102174,19970310,    1,    0
102174,19970311,    8,    0
102174,19970312,    8,    0
102174,19970313,    8,    0
102174,19970314,    8,    0
102174,19970315,    5,    0
102174,19970316,    8,    0
102174,19970317,    6,    0
102174,19970318,    8,    0
102174,19970319,    8,    0
102174,19970320,    8,    0
102174,19970321,    5,    0
102174,19970322,    6,    0
102174,19970323,    8,    0
102174,19970324,    8,    0
102174,19970325,    3,    0
102174,19970326,    8,    0
102174,19970327,    5,    0
102174,19970328,    6,    0
102174,19970329,    3,    0
102174,19970330,    4,    0
102174,19970331,    2,    0
102174,19970401,    0,    0
102174,19970402,    5,    0
102174,19970403,    5,    0
102174,19970404,    5,    0
102174,19970405,    8,    0
102174,19970406,    1,    0
102174,19970407,    3,    0
102174,19970408,    7,    0
102174,19970409,    6,    0
102174,19970410,    6,    0
102174,19970411,    3,    0
102174,19970412,    4,    0
102174,19970413,    8,    0
102174,19970414,    6,    0
102174,19970415,    1,    0
102174,19970416,    1,    0
102174,19970417,    5,    0
102174,19970418,    5,    0
102174,19970419,    5,    0
102174,19970420,    1,    0
102174,19970421,    5,    0
102174,19970422,    6,    0
102174,19970423,    4,    0
102174,19970424,    8,    0
102174,19970425,    5,    0
102174,19970426,    0,    0
102174,19970427,    6,    0
102174,19970428,    7,    0
102174,19970429,    8,    0
102174,19970430,    7,    0
102174,19970501,    7,    0
102174,19970502,    6,    0
102174,19970503,    7,    0
102174,19970504,    7,    0
102174,19970505,    8,    0
102174,19970506,    7,    0
102174,19970507,    3,    0
102174,19970508,    3,    0
102174,19970509,    6,    0
102174,19970510,    4,    0
102174,19970511,    7,    0
102174,19970512,    4,    0
102174,19970513,    2,    0
102174,19970514,    7,    0
102174,19970515,    5,    0
102174,19970516,    3,    0
102174,19970517,    4,    0
102174,19970518,    3,    0
102174,19970519,    6,    0
102174,19970520,    7,    0
102174,19970521,    7,    0
102174,19970522,    7,    0
102174,19970523,    4,    0
102174,19970524,    2,    0
102174,19970525,    4,    0
102174,19970526,    8,    0
102174,19970527,    8,    0
102174,19970528,    3,    0
102174,19970529,    7,    0
102174,19970530,    3,    0
102174,19970531,    3,    0
102174,19970601,    1,    0
102174,19970602,    2,    0
102174,19970603,    3,    0
102174,19970604,    5,    0
102174,19970605,    0,    0
102174,19970606,    3,    0
102174,19970607,    5,    0
102174,19970608,    7,    0
102174,19970609,    2,    0
102174,19970610,    4,    0
102174,19970611,    5,    0
102174,19970612,    8,    0
102174,19970613,    7,    0
102174,19970614,    6,    0
102174,19970615,    8,    0
102174,19970616,    4,    0
102174,19970617,    6,    0
102174,19970618,    4,    0
102174,19970619,    4,    0
102174,19970620,    6,    0
102174,19970621,    5,    0
102174,19970622,    5,    0
102174,19970623,    6,    0
102174,19970624,    7,    0
102174,19970625,    5,    0
102174,19970626,    8,    0
102174,19970627,    7,    0
102174,19970628,    5,    0
102174,19970629,    7,    0
102174,19970630,    6,    0
102174,19970701,    6,    0
102174,19970702,    5,    0
102174,19970703,    3,    0
102174,19970704,    4,    0
102174,19970705,    5,    0
102174,19970706,    8,    0
102174,19970707,    8,    0
102174,19970708,    7,    0
102174,19970709,    3,    0
102174,19970710,    2,    0
102174,19970711,    2,    0
102174,19970712,    1,    0
102174,19970713,    3,    0
102174,19970714,    6,    0
102174,19970715,    5,    0
102174,19970716,    8,    0
102174,19970717,    7,    0
102174,19970718,    6,    0
102174,19970719,    5,    0
102174,19970720,    7,    0
102174,19970721,    8,    0
102174,19970722,    6,    0
102174,19970723,    6,    0
102174,19970724,    7,    0
102174,19970725,    6,    0
102174,19970726,    5,    0
102174,19970727,    3,    0
102174,19970728,    5,    0
102174,19970729,    3,    0
102174,19970730,    6,    0
102174,19970731,    6,    0
102174,19970801,    5,    0
102174,19970802,    7,    0
102174,19970803,    6,    0
102174,19970804,    4,    0
102174,19970805,    1,    0
102174,19970806,    1,    0
102174,19970807,    0,    0
102174,19970808,    3,    0
102174,19970809,    2,    0
102174,19970810,    1,    0
102174,19970811,    1,    0
102174,19970812,    3,    0
102174,19970813,    3,    0
102174,19970814,    7,    0
102174,19970815,    5,    0
102174,19970816,    3,    0
102174,19970817,    0,    0
102174,19970818,    2,    0
102174,19970819,    5,    0
102174,19970820,    0,    0
102174,19970821,    1,    0
102174,19970822,    6,    0
102174,19970823,    7,    0
102174,19970824,    3,    0
102174,19970825,    7,    0
102174,19970826,    7,    0
102174,19970827,    6,    0
102174,19970828,    8,    0
102174,19970829,    5,    0
102174,19970830,    7,    0
102174,19970831,    4,    0
102174,19970901,    5,    0
102174,19970902,    6,    0
102174,19970903,    4,    0
102174,19970904,    7,    0
102174,19970905,    6,    0
102174,19970906,    6,    0
102174,19970907,    5,    0
102174,19970908,    6,    0
102174,19970909,    7,    0
102174,19970910,    7,    0
102174,19970911,    7,    0
102174,19970912,    7,    0
102174,19970913,    7,    0
102174,19970914,    6,    0
102174,19970915,    7,    0
102174,19970916,    5,    0
102174,19970917,    6,    0
102174,19970918,    5,    0
102174,19970919,    4,    0
102174,19970920,    6,    0
102174,19970921,    4,    0
102174,19970922,    6,    0
102174,19970923,    8,    0
102174,19970924,    4,    0
102174,19970925,    2,    0
102174,19970926,    6,    0
102174,19970927,    3,    0
102174,19970928,    1,    0
102174,19970929,    7,    0
102174,19970930,    7,    0
102174,19971001,    8,    0
102174,19971002,    4,    0
102174,19971003,    6,    0
102174,19971004,    6,    0
102174,19971005,    8,    0
102174,19971006,    4,    0
102174,19971007,    6,    0
102174,19971008,    7,    0
102174,19971009,    6,    0
102174,19971010,    6,    0
102174,19971011,    4,    0
102174,19971012,    5,    0
102174,19971013,    5,    0
102174,19971014,    5,    0
102174,19971015,    3,    0
102174,19971016,    6,    0
102174,19971017,    8,    0
102174,19971018,    4,    0
102174,19971019,    8,    0
102174,19971020,    5,    0
102174,19971021,    5,    0
102174,19971022,    5,    0
102174,19971023,    6,    0
102174,19971024,    6,    0
102174,19971025,    7,    0
102174,19971026,    5,    0
102174,19971027,    1,    0
102174,19971028,    3,    0
102174,19971029,    4,    0
102174,19971030,    1,    0
102174,19971031,    1,    0
102174,19971101,    8,    0
102174,19971102,    5,    0
102174,19971103,    3,    0
102174,19971104,    4,    0
102174,19971105,    8,    0
102174,19971106,    8,    0
102174,19971107,    8,    0
102174,19971108,    5,    0
102174,19971109,    4,    0
102174,19971110,    7,    0
102174,19971111,    7,    0
102174,19971112,    6,    0
102174,19971113,    5,    0
102174,19971114,    6,    0
102174,19971115,    8,    0
102174,19971116,    6,    0
102174,19971117,    4,    0
102174,19971118,    5,    0
102174,19971119,    1,    0
102174,19971120,    5,    0
102174,19971121,    8,    0
102174,19971122,    8,    0
102174,19971123,    8,    0
102174,19971124,    8,    0
102174,19971125,    8,    0
102174,19971126,    7,    0
102174,19971127,    6,    0
102174,19971128,    8,    0
102174,19971129,    8,    0
102174,19971130,    8,    0
102174,19971201,    2,    0
102174,19971202,    5,    0
102174,19971203,    7,    0
102174,19971204,    6,    0
102174,19971205,    6,    0
102174,19971206,    7,    0
102174,19971207,    7,    0
102174,19971208,    8,    0
102174,19971209,    8,    0
102174,19971210,    7,    0
102174,19971211,    7,    0
102174,19971212,    8,    0
102174,19971213,    6,    0
102174,19971214,    6,    0
102174,19971215,    7,    0
102174,19971216,    3,    0
102174,19971217,    1,    0
102174,19971218,    6,    0
102174,19971219,    8,    0
102174,19971220,    6,    0
102174,19971221,    8,    0
102174,19971222,    7,    0
102174,19971223,    8,    0
102174,19971224,    8,    0
102174,19971225,    5,    0
102174,19971226,    7,    0
102174,19971227,    7,    0
102174,19971228,    6,    0
102174,19971229,    7,    0
102174,19971230,    7,    0
102174,19971231,    8,    0
102174,19980101,    5,    0
102174,19980102,    8,    0
102174,19980103,    5,    0
102174,19980104,    7,    0
102174,19980105,    7,    0
102174,19980106,    7,    0
102174,19980107,    6,    0
102174,19980108,    7,    0
102174,19980109,    7,    0
102174,19980110,    2,    0
102174,19980111,    1,    0
102174,19980112,    7,    0
102174,19980113,    5,    0
102174,19980114,    8,    0
102174,19980115,    6,    0
102174,19980116,    5,    0
102174,19980117,    4,    0
102174,19980118,    7,    0
102174,19980119,    8,    0
102174,19980120,    8,    0
102174,19980121,    7,    0
102174,19980122,    3,    0
102174,19980123,    8,    0
102174,19980124,    6,    0
102174,19980125,    1,    0
102174,19980126,    6,    0
102174,19980127,    8,    0
102174,19980128,    5,    0
102174,19980129,    6,    0
102174,19980130,    7,    0
102174,19980131,    1,    0
102174,19980201,    5,    0
102174,19980202,    6,    0
102174,19980203,    4,    0
102174,19980204,    7,    0
102174,19980205,    6,    0
102174,19980206,    7,    0
102174,19980207,    6,    0
102174,19980208,    5,    0
102174,19980209,    7,    0
102174,19980210,    7,    0
102174,19980211,    8,    0
102174,19980212,    8,    0
102174,19980213,    6,    0
102174,19980214,    7,    0
102174,19980215,    8,    0
102174,19980216,    8,    0
102174,19980217,    6,    0
102174,19980218,    7,    0
102174,19980219,    7,    0
102174,19980220,    5,    0
102174,19980221,    6,    0
102174,19980222,    5,    0
102174,19980223,    6,    0
102174,19980224,    7,    0
102174,19980225,    7,    0
102174,19980226,    7,    0
102174,19980227,    8,    0
102174,19980228,    6,    0
102174,19980301,    4,    0
102174,19980302,    5,    0
102174,19980303,    8,    0
102174,19980304,    7,    0
102174,19980305,    5,    0
102174,19980306,    7,    0
102174,19980307,    7,    0
102174,19980308,    4,    0
102174,19980309,    2,    0
102174,19980310,    5,    0
102174,19980311,    7,    0
102174,19980312,    3,    0
102174,19980313,    5,    0
102174,19980314,    7,    0
102174,19980315,    8,    0
102174,19980316,    7,    0
102174,19980317,    5,    0
102174,19980318,    4,    0
102174,19980319,    6,    0
102174,19980320,    3,    0
102174,19980321,    4,    0
102174,19980322,    8,    0
102174,19980323,    3,    0
102174,19980324,    6,    0
102174,19980325,    7,    0
102174,19980326,    6,    0
102174,19980327,    6,    0
102174,19980328,    8,    0
102174,19980329,    5,    0
102174,19980330,    7,    0
102174,19980331,    7,    0
102174,19980401,    8,    0
102174,19980402,    8,    0
102174,19980403,    8,    0
102174,19980404,    8,    0
102174,19980405,    5,    0
102174,19980406,    7,    0
102174,19980407,    4,    0
102174,19980408,    8,    0
102174,19980409,    8,    0
102174,19980410,    7,    0
102174,19980411,    8,    0
102174,19980412,    4,    0
102174,19980413,    6,    0
102174,19980414,    7,    0
102174,19980415,    7,    0
102174,19980416,    6,    0
102174,19980417,    6,    0
102174,19980418,    6,    0
102174,19980419,    2,    0
102174,19980420,    8,    0
102174,19980421,    3,    0
102174,19980422,    5,    0
102174,19980423,    3,    0
102174,19980424,    7,    0
102174,19980425,    7,    0
102174,19980426,    7,    0
102174,19980427,    8,    0
102174,19980428,    7,    0
102174,19980429,    8,    0
102174,19980430,    5,    0
102174,19980501,    4,    0
102174,19980502,    3,    0
102174,19980503,    3,    0
102174,19980504,    4,    0
102174,19980505,    6,    0
102174,19980506,    7,    0
102174,19980507,    8,    0
102174,19980508,    6,    0
102174,19980509,    3,    0
102174,19980510,    2,    0
102174,19980511,    4,    0
102174,19980512,    1,    0
102174,19980513,    2,    0
102174,19980514,    3,    0
102174,19980515,    1,    0
102174,19980516,    2,    0
102174,19980517,    2,    0
102174,19980518,    2,    0
102174,19980519,    4,    0
102174,19980520,    6,    0
102174,19980521,    6,    0
102174,19980522,    4,    0
102174,19980523,    6,    0
